죄종별,죄종별(2),죄종별(3),연령별,항목,단위,1994 년,1995 년,1996 년,1997 년,1998 년,1999 년,2000 년,2001 년,2002 년,2003 년,2004 년,2005 년,2006 년,2007 년,2008 년,2009 년,2010 년
특별법범,부동산중개업법,소계,성인,범죄자[명],명,571,660,524,528,620,1191,741,804,836,,1339,1976,1612,1427,1267,1444,1503
특별법범,부동산중개업법,소계,미상,범죄자[명],명,5,,,1,1,6,1,1,7,,121,72,57,35,12,47,32
특별법범,부동산중계업법,소계,성인,범죄자[명],명,,,,,,,,,,1068,,,,,,,
특별법범,부동산중계업법,소계,미상,범죄자[명],명,,,,,,,,,,4,,,,,,,
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,미성년,범죄자[명],명,,,,,,,,,,,,,2,1,,,
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,성인,범죄자[명],명,,,,,,,,,,,842,687,987,772,1034,910,858
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,미상,범죄자[명],명,,,,,,,,,,,90,80,52,47,126,44,9
특별법범,부정경쟁방지법,소계,성인,범죄자[명],명,327,225,175,236,219,281,159,209,99,79,,,,,,,
특별법범,부정경쟁방지법,소계,미상,범죄자[명],명,1,1,,2,2,3,1,,1,,,,,,,,
특별법범,부정수표단속법,소계,미성년,범죄자[명],명,47,42,50,48,37,15,9,9,8,6,5,4,7,7,4,17,23
특별법범,부정수표단속법,소계,14세미만,범죄자[명],명,31,22,26,28,18,7,5,5,5,2,4,3,1,,,,
특별법범,부정수표단속법,소계,성인,범죄자[명],명,42942,56420,53197,45364,63500,31476,15706,12234,9716,12024,21418,13494,10088,7902,8024,8922,5532
특별법범,부정수표단속법,소계,미상,범죄자[명],명,262,37,60,87,112,147,58,44,29,52,929,547,943,577,410,477,344
특별법범,사격 및 사격장단속법,소계,성인,범죄자[명],명,1,4,,2,,,2,1,,,5,2,3,2,1,4,4
특별법범,사설강습소에 관한법률,소계,성인,범죄자[명],명,,,3,,,,,,,,,,,,,,
특별법범,사행행위등 규제 및 처벌특례법,소계,미성년,범죄자[명],명,5,,4,1,,3,1,,,,2,1,54,61,51,18,2
특별법범,사행행위등 규제 및 처벌특례법,소계,성인,범죄자[명],명,357,126,194,163,210,314,49,35,34,44,1268,1104,3679,5051,6915,7622,5787
특별법범,사행행위등 규제 및 처벌특례법,소계,미상,범죄자[명],명,2,,1,1,,1,,,,,52,30,30,40,77,148,126
특별법범,산림법,소계,미성년,범죄자[명],명,10,1,3,7,1,3,9,9,8,1,,1,,2,,,
특별법범,산림법,소계,14세미만,범죄자[명],명,2,,,,1,2,1,1,5,1,,,,,,,
특별법범,산림법,소계,성인,범죄자[명],명,420,409,356,379,398,672,779,670,662,580,528,420,355,62,34,44,11
특별법범,산림법,소계,미상,범죄자[명],명,3,1,8,1,1,4,4,8,1,1,52,26,6,1,8,7,
특별법범,산업안전보건법,소계,성인,범죄자[명],명,40,66,28,57,29,39,61,49,57,37,30,30,15,8,19,31,21
특별법범,산업안전보건법,소계,미상,범죄자[명],명,,3,1,,1,,1,,1,1,7,9,2,,3,6,13
특별법범,상법,소계,성인,범죄자[명],명,26,20,27,54,53,24,150,65,167,267,103,293,162,115,105,143,216
특별법범,상법,소계,미상,범죄자[명],명,,,,,,,,,,,1,13,8,8,3,,10
특별법범,상표법,소계,미성년,범죄자[명],명,,1,,,6,3,5,4,14,16,11,5,11,24,16,9,5
특별법범,상표법,소계,14세미만,범죄자[명],명,,1,,,2,,3,,,1,,,,,,,
특별법범,상표법,소계,성인,범죄자[명],명,404,411,440,632,684,1847,1495,2319,2790,2396,4137,1693,5965,2496,5109,4745,4250
특별법범,상표법,소계,미상,범죄자[명],명,7,2,1,8,1,7,5,3,7,8,250,166,107,89,89,66,120
특별법범,상품권법,소계,성인,범죄자[명],명,8,9,35,19,8,5,,1,,,,,,,,,
특별법범,상품권법,소계,미상,범죄자[명],명,,,2,,,,,,,,,,,,,,
특별법범,상호신용금고법,소계,성인,범죄자[명],명,12,14,40,98,49,72,69,35,63,,,,,,,,
특별법범,새마을금고법,소계,성인,범죄자[명],명,37,19,23,45,38,34,30,24,19,22,47,25,11,59,46,16,10
특별법범,새마을금고법,소계,미상,범죄자[명],명,1,,,1,1,,,,,,1,1,,,1,,1
특별법범,석유 및 석유대체연료사업법,소계,미성년,범죄자[명],명,,,,,,,,,,,,16,24,17,5,8,8
특별법범,석유 및 석유대체연료사업법,소계,성인,범죄자[명],명,,,,,,,,,,,,4592,7179,6107,3701,3934,3020
특별법범,석유 및 석유대체연료사업법,소계,미상,범죄자[명],명,,,,,,,,,,,,51,53,60,45,47,58
특별법범,석유사업법,소계,미성년,범죄자[명],명,,,,,,,,,,,44,13,,,,,
특별법범,석유사업법,소계,성인,범죄자[명],명,,,,,,,,,,,7532,3203,268,62,31,47,21
특별법범,석유사업법,소계,미상,범죄자[명],명,,,,,,,,,,,161,56,7,1,1,4,2
특별법범,선박안전법,소계,미성년,범죄자[명],명,,,2,,1,1,1,1,,,,1,,,,,
특별법범,선박안전법,소계,14세미만,범죄자[명],명,,,1,,,,,,,,,,,,,,
특별법범,선박안전법,소계,성인,범죄자[명],명,290,349,349,584,528,531,519,564,591,479,401,455,439,343,360,237,12
특별법범,선박안전법,소계,미상,범죄자[명],명,3,,6,13,4,,,1,2,3,20,1,1,,1,1,4
특별법범,선박직원법,소계,미성년,범죄자[명],명,,,,,,,,,,,,,,,,,1
특별법범,선박직원법,소계,성인,범죄자[명],명,,,,,,,,,,,636,810,708,1156,560,412,544
특별법범,선박직원법,소계,미상,범죄자[명],명,,,,,,,,,,,26,2,2,2,1,1,3
특별법범,선박투자회사법,소계,성인,범죄자[명],명,,,,,,,,,,,1,,,,,,
특별법범,성매매알선등 행위의 처벌에 관한 법률,소계,미성년,범죄자[명],명,,,,,,,,,,,60,215,308,475,388,386,202
특별법범,성매매알선등 행위의 처벌에 관한 법률,소계,14세미만,범죄자[명],명,,,,,,,,,,,,,,2,,2,
특별법범,성매매알선등 행위의 처벌에 관한 법률,소계,성인,범죄자[명],명,,,,,,,,,,,2712,14029,31754,35245,47144,68528,26247
특별법범,성매매알선등 행위의 처벌에 관한 법률,소계,미상,범죄자[명],명,,,,,,,,,,,52,205,174,211,363,373,270
특별법범,성폭력범죄의 처벌 및 피해자보호등에 관한 법률,소계,미성년,범죄자[명],명,,,,,,,,,,,827,681,979,1014,1134,1332,
특별법범,성폭력범죄의 처벌 및 피해자보호등에 관한 법률,소계,14세미만,범죄자[명],명,,,,,,,,,,,9,18,29,35,30,23,
특별법범,성폭력범죄의 처벌 및 피해자보호등에 관한 법률,소계,성인,범죄자[명],명,,,,,,,,,,,3548,3471,4030,3892,4125,4470,
특별법범,성폭력범죄의 처벌 및 피해자보호등에 관한 법률,소계,미상,범죄자[명],명,,,,,,,,,,,210,123,88,83,119,97,
특별법범,성폭력범죄의 처벌 및 피해자보호에 관한 법,소계,미성년,범죄자[명],명,925,861,846,948,755,815,765,643,850,865,,,,,,,
특별법범,성폭력범죄의 처벌 및 피해자보호에 관한 법,소계,14세미만,범죄자[명],명,6,5,6,3,9,6,7,16,20,12,,,,,,,
특별법범,성폭력범죄의 처벌 및 피해자보호에 관한 법,소계,성인,범죄자[명],명,1165,1246,1415,1410,1884,2164,2545,2334,5146,5619,,,,,,,
특별법범,성폭력범죄의 처벌 및 피해자보호에 관한 법,소계,미상,범죄자[명],명,,3,,1,7,15,23,20,22,44,,,,,,,
특별법범,성폭력범죄의처벌및피해자보호등에관한법률(카메라등이용촬영),소계,미성년,범죄자[명],명,,,,,,,,,,,,,,,,,105
특별법범,성폭력범죄의처벌및피해자보호등에관한법률(카메라등이용촬영),소계,14세미만,범죄자[명],명,,,,,,,,,,,,,,,,,2
특별법범,성폭력범죄의처벌및피해자보호등에관한법률(카메라등이용촬영),소계,성인,범죄자[명],명,,,,,,,,,,,,,,,,,945
특별법범,성폭력범죄의처벌및피해자보호등에관한법률(카메라등이용촬영),소계,미상,범죄자[명],명,,,,,,,,,,,,,,,,,4
특별법범,성폭력범죄의처벌및피해자보호등에관한법률(통신매체이용음란),소계,미성년,범죄자[명],명,,,,,,,,,,,,,,,,,318
특별법범,성폭력범죄의처벌및피해자보호등에관한법률(통신매체이용음란),소계,14세미만,범죄자[명],명,,,,,,,,,,,,,,,,,6
특별법범,성폭력범죄의처벌및피해자보호등에관한법률(통신매체이용음란),소계,성인,범죄자[명],명,,,,,,,,,,,,,,,,,645
특별법범,성폭력범죄의처벌및피해자보호등에관한법률(통신매체이용음란),소계,미상,범죄자[명],명,,,,,,,,,,,,,,,,,60
특별법범,소년법,소계,미성년,범죄자[명],명,,,,,,,,15,5,1,,,,1,1,,
특별법범,소년법,소계,14세미만,범죄자[명],명,,,,,,,,,,,,,,1,,,
특별법범,소방법,소계,성인,범죄자[명],명,,,,,,,,,,,122,2,5,,,,
특별법범,소방법,소계,미상,범죄자[명],명,,,,,,,,,,,9,,,,,,
특별법범,소비자보호법,소계,성인,범죄자[명],명,1,,2,,,1,,,,,,,,,,,
특별법범,소음·진동규제법,소계,미성년,범죄자[명],명,1,,,,,,,,,,,,,,,,
특별법범,소음·진동규제법,소계,성인,범죄자[명],명,171,117,74,87,94,81,212,154,136,113,146,58,49,45,26,43,50
특별법범,소음·진동규제법,소계,미상,범죄자[명],명,4,,,2,2,1,,,1,,20,8,3,2,3,1,1
특별법범,수도법,소계,미성년,범죄자[명],명,1,,,,,3,,,2,,3,,,1,,,
특별법범,수도법,소계,성인,범죄자[명],명,96,148,144,74,252,203,153,136,164,227,124,166,211,221,140,95,63
특별법범,수도법,소계,미상,범죄자[명],명,1,1,1,,,2,1,,,,3,2,3,,2,1,
특별법범,수산물품질관리법,소계,성인,범죄자[명],명,,,,,,,,,,,170,121,144,407,720,267,95
특별법범,수산물품질관리법,소계,미상,범죄자[명],명,,,,,,,,,,,3,,,,,,4
특별법범,수산업법,소계,성인,범죄자[명],명,,,,,,,,,,,1718,2009,1434,1236,1027,819,1003
특별법범,수산업법,소계,미상,범죄자[명],명,,,,,,,,,,,45,5,7,8,5,3,6
특별법범,수산자원보호령,소계,미성년,범죄자[명],명,,,1,,1,2,2,1,,,1,1,,,,,
특별법범,수산자원보호령,소계,14세미만,범죄자[명],명,,,,,,,1,1,,,,,,,,,
특별법범,수산자원보호령,소계,성인,범죄자[명],명,275,395,343,839,982,1183,986,829,961,948,865,1055,885,932,1042,746,396
특별법범,수산자원보호령,소계,미상,범죄자[명],명,,2,1,,2,,,,2,4,18,3,3,2,,2,
특별법범,수질환경보전법,소계,미성년,범죄자[명],명,3,,1,,,1,4,5,1,,1,,,,,,
특별법범,수질환경보전법,소계,14세미만,범죄자[명],명,3,,1,,,,,2,,,,,,,,,
특별법범,수질환경보전법,소계,성인,범죄자[명],명,935,908,987,1041,872,940,3089,1613,1216,1119,790,620,528,427,33,5,
특별법범,수질환경보전법,소계,미상,범죄자[명],명,23,11,8,19,22,23,18,5,6,4,59,21,20,11,,,
특별법범,수표법,소계,성인,범죄자[명],명,46,,,1,,2,,,,,1,,1,,,,
특별법범,수표법,소계,미상,범죄자[명],명,2,,,,,,,,,,,,,,,,
특별법범,식품위생법,소계,미성년,범죄자[명],명,163,173,185,198,214,158,96,105,88,60,42,18,15,15,17,59,42
특별법범,식품위생법,소계,14세미만,범죄자[명],명,48,23,17,20,14,14,12,12,9,2,1,,,,,,
특별법범,식품위생법,소계,성인,범죄자[명],명,54932,48498,52733,50751,62553,45557,31311,31117,23767,20219,21472,13427,10042,10415,10402,13740,10755
특별법범,식품위생법,소계,미상,범죄자[명],명,480,33,34,38,47,109,84,51,66,94,319,100,51,28,34,52,77
특별법범,신용정보의 이용 및 보호에 관한 법률,소계,미성년,범죄자[명],명,,,,,,,,,,,1,,,,1,,
특별법범,신용정보의 이용 및 보호에 관한 법률,소계,14세미만,범죄자[명],명,,,,,,,,,,,1,,,,,,
특별법범,신용정보의 이용 및 보호에 관한 법률,소계,성인,범죄자[명],명,,,,,,,,,,,165,407,339,303,192,162,75
특별법범,신용정보의 이용 및 보호에 관한 법률,소계,미상,범죄자[명],명,,,,,,,,,,,30,15,11,9,19,9,28
특별법범,신용조사업법,소계,미성년,범죄자[명],명,1,1,,,,,,,,,,,,,,,
특별법범,신용조사업법,소계,14세미만,범죄자[명],명,1,,,,,,,,,,,,,,,,
특별법범,신용조사업법,소계,성인,범죄자[명],명,9,19,1,4,4,4,,,,,,,,,,,
특별법범,신용카드업법,소계,미성년,범죄자[명],명,139,136,131,,,,,,,,,,,,,,
특별법범,신용카드업법,소계,14세미만,범죄자[명],명,1,1,2,,,,,,,,,,,,,,
특별법범,신용카드업법,소계,성인,범죄자[명],명,1106,1545,2048,,,,,,,,,,,,,,
특별법범,신용카드업법,소계,미상,범죄자[명],명,1,1,2,,,,,,,,,,,,,,
특별법범,실용신안법,소계,미성년,범죄자[명],명,,,,,,,,,,,1,,,,,,
특별법범,실용신안법,소계,14세미만,범죄자[명],명,,,,,,,,,,,1,,,,,,
특별법범,실용신안법,소계,성인,범죄자[명],명,132,133,137,252,285,391,664,521,411,337,273,460,310,267,271,300,331
특별법범,실용신안법,소계,미상,범죄자[명],명,,5,7,2,9,3,1,,6,5,84,94,45,19,52,21,54
특별법범,아동.청소년의성보호에관한법률,소계,미성년,범죄자[명],명,,,,,,,,,,,,,,,748,794,335
특별법범,아동.청소년의성보호에관한법률,소계,14세미만,범죄자[명],명,,,,,,,,,,,,,,,8,10,
특별법범,아동.청소년의성보호에관한법률,소계,성인,범죄자[명],명,,,,,,,,,,,,,,,2810,2851,2135
특별법범,아동.청소년의성보호에관한법률,소계,미상,범죄자[명],명,,,,,,,,,,,,,,,62,48,38
특별법범,아동복지법,소계,미성년,범죄자[명],명,3,5,2,2,4,4,,,1,,4,1,,3,9,2,5
특별법범,아동복지법,소계,14세미만,범죄자[명],명,,,,1,,,,,,,,,,,,,
특별법범,아동복지법,소계,성인,범죄자[명],명,39,72,109,113,137,118,68,90,105,120,128,139,130,128,131,117,89
특별법범,아동복지법,소계,미상,범죄자[명],명,4,,,,,,,,,2,6,1,4,,1,1,
특별법범,액화석유가스의 안전 및 사업관리법,소계,미성년,범죄자[명],명,1,,,1,1,1,1,2,,,,,,,,,
특별법범,액화석유가스의 안전 및 사업관리법,소계,14세미만,범죄자[명],명,,,,,,,1,,,,,,,,,,
특별법범,액화석유가스의 안전 및 사업관리법,소계,성인,범죄자[명],명,188,171,193,183,181,347,225,420,159,186,208,216,167,147,97,103,133
특별법범,액화석유가스의 안전 및 사업관리법,소계,미상,범죄자[명],명,2,,,1,,,1,,1,2,31,3,2,3,1,5,2
특별법범,야생동식물보호법,소계,성인,범죄자[명],명,,,,,,,,,,,,176,728,1104,766,835,908
특별법범,야생동식물보호법,소계,미상,범죄자[명],명,,,,,,,,,,,,,1,3,4,3,9
특별법범,약사법,소계,미성년,범죄자[명],명,13,2,7,1,2,6,3,13,5,3,4,1,1,,1,,1
특별법범,약사법,소계,14세미만,범죄자[명],명,1,1,,,,,1,,,2,,,,,,,
특별법범,약사법,소계,성인,범죄자[명],명,754,606,694,1012,782,2365,1831,2408,1787,1873,2691,2265,1227,1475,2402,2951,1492
특별법범,약사법,소계,미상,범죄자[명],명,4,,1,4,1,12,7,10,3,6,72,35,19,26,25,19,16
특별법범,양곡관리법,소계,성인,범죄자[명],명,23,,11,26,9,22,12,5,8,8,24,18,28,37,52,6,3
특별법범,양곡관리법,소계,미상,범죄자[명],명,,,,,,,,,,,1,1,,1,,,1
특별법범,어업자원보호,소계,성인,범죄자[명],명,2,1,,,,,1,,,,,,,,,,
특별법범,어업자원보호법,소계,성인,범죄자[명],명,,,,,,,,,,,,,1,,,,
특별법범,여객자동차운수사업법,소계,미성년,범죄자[명],명,,,,,,,,,,,2,1,,,3,,4
특별법범,여객자동차운수사업법,소계,14세미만,범죄자[명],명,,,,,,,,,,,,,,,1,,
특별법범,여객자동차운수사업법,소계,성인,범죄자[명],명,,,,,,,,,,,1445,925,772,924,933,1967,1978
특별법범,여객자동차운수사업법,소계,미상,범죄자[명],명,,,,,,,,,,,148,29,15,10,6,16,80
특별법범,여권법,소계,미성년,범죄자[명],명,,,,1,2,1,,3,,1,,1,,6,,4,
특별법범,여권법,소계,14세미만,범죄자[명],명,,,,,1,,,,,1,,,,,,,
특별법범,여권법,소계,성인,범죄자[명],명,29,34,39,74,81,93,99,262,350,342,419,294,127,206,98,100,88
특별법범,여권법,소계,미상,범죄자[명],명,,,,,2,,,1,,,16,7,6,1,2,1,2
특별법범,여신전문금융업법위반,소계,미성년,범죄자[명],명,,,,116,137,52,77,197,94,97,58,34,40,88,98,105,107
특별법범,여신전문금융업법위반,소계,14세미만,범죄자[명],명,,,,,,1,,1,2,2,2,,1,1,,1,
특별법범,여신전문금융업법위반,소계,성인,범죄자[명],명,,,,2119,2895,1455,2026,3536,5915,5735,5399,3680,3300,2829,2452,2770,2740
특별법범,여신전문금융업법위반,소계,미상,범죄자[명],명,,,,9,5,9,4,12,28,22,284,181,153,168,207,270,355
특별법범,영해 및 접속수역법,소계,미성년,범죄자[명],명,,,,,,,,,,,3,,,,,,
특별법범,영해 및 접속수역법,소계,성인,범죄자[명],명,,,,,,,,,,,116,102,43,50,29,39,94
특별법범,영해 및 접속수역법,소계,미상,범죄자[명],명,,,,,,,,,,,2,,,,,,
특별법범,영화 및 비디오물의 진흥에 관한 법률,소계,미성년,범죄자[명],명,,,,,,,,,,,,,,,,1,
특별법범,영화 및 비디오물의 진흥에 관한 법률,소계,성인,범죄자[명],명,,,,,,,,,,,,,10,355,262,322,150
특별법범,영화 및 비디오물의 진흥에 관한 법률,소계,미상,범죄자[명],명,,,,,,,,,,,,,,1,4,2,3
특별법범,오물청소법,소계,미성년,범죄자[명],명,,,,,,,,1,,,,,,,,,
특별법범,오물청소법,소계,성인,범죄자[명],명,,2,,2,,,,6,,,,,,,,,
특별법범,오수·분뇨 및 축산폐수의 처리에 관한 법률,소계,미성년,범죄자[명],명,1,,,,,,,2,,,,,,,,,779
특별법범,오수·분뇨 및 축산폐수의 처리에 관한 법률,소계,14세미만,범죄자[명],명,1,,,,,,,1,,,,,,,,,2
특별법범,오수·분뇨 및 축산폐수의 처리에 관한 법률,소계,성인,범죄자[명],명,278,524,609,569,439,468,1064,817,944,938,749,477,475,386,10,2,426
특별법범,오수·분뇨 및 축산폐수의 처리에 관한 법률,소계,미상,범죄자[명],명,3,,3,1,7,3,1,,1,1,18,11,10,1,,,2
특별법범,옥외광고물등관리법,소계,미성년,범죄자[명],명,,,,,,,,,,,,1,,1,,2,4
특별법범,옥외광고물등관리법,소계,14세미만,범죄자[명],명,,,,,,,,,,,,,,,,,1
특별법범,옥외광고물등관리법,소계,성인,범죄자[명],명,,,,,,,,,,,873,509,865,1222,1461,1041,711
특별법범,옥외광고물등관리법,소계,미상,범죄자[명],명,,,,,,,,,,,96,34,31,44,88,64,71
특별법범,외국환거래법,소계,미성년,범죄자[명],명,,,,,,,,,,,1,,,1,,,
특별법범,외국환거래법,소계,성인,범죄자[명],명,,,,,,,,,,,1095,1966,760,1015,2782,5962,853
특별법범,외국환거래법,소계,미상,범죄자[명],명,,,,,,,,,,,35,13,20,9,36,36,16
특별법범,외환관리법,소계,미성년,범죄자[명],명,2,1,,,,,,,,,,,,,,,
특별법범,외환관리법,소계,14세미만,범죄자[명],명,1,1,,,,,,,,,,,,,,,
특별법범,외환관리법,소계,성인,범죄자[명],명,1146,714,470,463,434,187,16,5,7,11,,,,,,,
특별법범,외환관리법,소계,미상,범죄자[명],명,4,,,,,1,,,,,,,,,,,
특별법범,용역경비업무,소계,성인,범죄자[명],명,,,,,,19,,,,,,,,,,,
특별법범,용역경비업법,소계,성인,범죄자[명],명,6,6,10,11,12,,,,,,4,,,,,,
특별법범,용역경비업법,소계,미상,범죄자[명],명,,,,,,,,,,,20,,,,,,
특별법범,유기장업법,소계,성인,범죄자[명],명,2,,,,1,,,,,,,,,,,,
특별법범,유사수신행위의 규제에 관한 법률,소계,미성년,범죄자[명],명,,,,,,,,,,,,,,,2,,
특별법범,유사수신행위의 규제에 관한 법률,소계,성인,범죄자[명],명,,,,,,,,,,,963,967,1579,2027,2663,5111,1342
특별법범,유사수신행위의 규제에 관한 법률,소계,미상,범죄자[명],명,,,,,,,,,,,71,61,115,115,73,234,22
특별법범,유선 및 도선사업법,소계,성인,범죄자[명],명,,,,,,,,,,,78,87,88,73,62,84,107
특별법범,유선 및 도선사업법,소계,미상,범죄자[명],명,,,,,,,,,,,1,,,,,,2
특별법범,유선 및 도선업법,소계,미성년,범죄자[명],명,1,2,,,2,,,,,,,,,,,,
특별법범,유선 및 도선업법,소계,성인,범죄자[명],명,345,321,331,198,113,115,96,98,84,67,,,,,,,
특별법범,유선 및 도선업법,소계,미상,범죄자[명],명,1,3,1,,,1,2,,,1,,,,,,,
특별법범,유해화학물질관리법,소계,미성년,범죄자[명],명,3103,4281,5180,4497,2659,1769,1226,638,326,119,16,38,17,14,73,115,97
특별법범,유해화학물질관리법,소계,14세미만,범죄자[명],명,31,45,61,57,14,17,4,14,6,,,1,,,,1,
특별법범,유해화학물질관리법,소계,성인,범죄자[명],명,379,659,698,765,840,760,714,724,729,557,181,139,90,112,144,132,102
특별법범,유해화학물질관리법,소계,미상,범죄자[명],명,8,9,15,9,4,7,5,6,4,2,4,3,1,2,5,,4
특별법범,유해화학물질관리법(본드등),소계,미성년,범죄자[명],명,232,567,533,130,42,31,12,26,8,3,,,,,,,
특별법범,유해화학물질관리법(본드등),소계,14세미만,범죄자[명],명,,5,2,,,,,1,,,,,,,,,
특별법범,유해화학물질관리법(본드등),소계,성인,범죄자[명],명,22,61,70,25,15,9,13,11,22,19,,,,,,,
특별법범,유해화학물질관리법(본드등),소계,미상,범죄자[명],명,,1,,,2,,,,,,,,,,,,
특별법범,유해화학물질관리법(환각물질흡입등),소계,미성년,범죄자[명],명,,,,,,,,,,,84,78,155,233,382,385,
특별법범,유해화학물질관리법(환각물질흡입등),소계,14세미만,범죄자[명],명,,,,,,,,,,,,,5,11,7,5,
특별법범,유해화학물질관리법(환각물질흡입등),소계,성인,범죄자[명],명,,,,,,,,,,,428,451,464,463,396,456,2
특별법범,유해화학물질관리법(환각물질흡입등),소계,미상,범죄자[명],명,,,,,,,,,,,11,7,2,2,1,2,
특별법범,윤락행위등방지법,소계,미성년,범죄자[명],명,20,28,251,381,449,620,485,442,369,298,185,7,2,,,,
특별법범,윤락행위등방지법,소계,14세미만,범죄자[명],명,,,,2,2,4,4,3,4,2,1,,,,,,
특별법범,윤락행위등방지법,소계,성인,범죄자[명],명,750,692,1463,2200,2918,4657,6405,10121,10184,9671,9719,1238,137,40,3,9,
특별법범,윤락행위등방지법,소계,미상,범죄자[명],명,1,3,2,2,5,26,19,29,38,18,277,41,5,1,,,
특별법범,음반 및 비디오물에 관한 법률,소계,미성년,범죄자[명],명,25,36,60,89,200,137,43,7,4,5,65,,,,,,
특별법범,음반 및 비디오물에 관한 법률,소계,14세미만,범죄자[명],명,,,1,2,,1,1,,,1,,,,,,,
특별법범,음반 및 비디오물에 관한 법률,소계,성인,범죄자[명],명,981,1113,1485,1332,1131,2074,1241,370,400,627,23522,,,,,,
특별법범,음반 및 비디오물에 관한 법률,소계,미상,범죄자[명],명,4,,1,,1,1,2,,,,280,,,,,,
특별법범,음반·비디오물 및 게임물에 관한법률,소계,미성년,범죄자[명],명,,,,,,,,,,,,54,274,25,1,,
특별법범,음반·비디오물 및 게임물에 관한법률,소계,성인,범죄자[명],명,,,,,,,,,,,,17281,34950,3081,172,99,41
특별법범,음반·비디오물 및 게임물에 관한법률,소계,미상,범죄자[명],명,,,,,,,,,,,,85,170,18,3,1,6
특별법범,음반에관한법률,소계,미성년,범죄자[명],명,1,,1,,,5,10,1,,1,,,,,,,
특별법범,음반에관한법률,소계,성인,범죄자[명],명,46,21,19,16,11,257,430,85,39,47,,,,,,,
특별법범,음악산업진흥에 관한 법률,소계,미성년,범죄자[명],명,,,,,,,,,,,,,9,140,99,125,150
특별법범,음악산업진흥에 관한 법률,소계,성인,범죄자[명],명,,,,,,,,,,,,,1586,12617,15219,19307,17970
특별법범,음악산업진흥에 관한 법률,소계,미상,범죄자[명],명,,,,,,,,,,,,,3,163,232,279,264
특별법범,의료기기법,소계,미성년,범죄자[명],명,,,,,,,,,,,,,,,,,1
특별법범,의료기기법,소계,성인,범죄자[명],명,,,,,,,,,,,98,580,443,413,474,445,569
특별법범,의료기기법,소계,미상,범죄자[명],명,,,,,,,,,,,1,21,8,9,6,6,14
특별법범,의료법,소계,미성년,범죄자[명],명,1,,1,1,2,24,5,8,6,9,10,14,17,9,4,9,4
특별법범,의료법,소계,14세미만,범죄자[명],명,,,,1,,1,,,1,,1,,,,,,
특별법범,의료법,소계,성인,범죄자[명],명,393,398,366,445,378,1410,1398,1613,1594,2310,2960,2426,2555,1993,2734,5118,3822
특별법범,의료법,소계,미상,범죄자[명],명,2,3,1,,,11,2,4,8,14,123,59,37,21,42,58,61
특별법범,의료보험법,소계,성인,범죄자[명],명,3,2,5,3,3,4,8,4,1,,,,,,,,
특별법범,의장법,소계,미성년,범죄자[명],명,,1,,,,,,,1,,,,,,,,
특별법범,의장법,소계,성인,범죄자[명],명,227,214,181,287,292,411,345,353,333,286,288,238,52,9,2,1,
